page_slug,page_title,category,offer_candidate_id,product_group,priority,search_keywords,reader_problem,comparison_points,affiliate_priority,status,notes
kitchen-appliances-comparison,キッチン家電比較,家事・時短,electric_kettle_research,電気ケトル,A,電気ケトル|湯沸かしケトル|電気ポット 小型,必要な量だけ早く沸かしたい,容量|沸騰時間|安全機能|手入れ,rakuten_jp|amazon_jp|moshimo_jp,research,転倒湯漏れ対策を確認
kitchen-appliances-comparison,キッチン家電比較,家事・時短,toaster_oven_research,オーブントースター,B,オーブントースター|トースター 2枚|トースター 4枚,パンや惣菜を手軽に焼きたい,枚数|温度調節|庫内寸法|掃除,rakuten_jp|amazon_jp|moshimo_jp,research,受け皿のみの商品を除外
kitchen-appliances-comparison,キッチン家電比較,家事・時短,blender_mixer_research,ミキサー,B,ミキサー|ブレンダー|スムージーミキサー,飲み物や下ごしらえを短縮したい,容量|刃|洗いやすさ|収納,rakuten_jp|amazon_jp|moshimo_jp,research,交換ボトルや部品を除外
living-appliances-comparison,暮らし家電比較,家事・時短,cordless_vacuum_research,コードレス掃除機,A,コードレス掃除機|スティック掃除機|掃除機 コードレス,こまめに床掃除したい,重さ|吸引力|稼働時間|手入れ,rakuten_jp|amazon_jp|moshimo_jp,research,交換バッテリーやヘッドを除外
living-appliances-comparison,暮らし家電比較,家事・時短,air_purifier_research,空気清浄機,A,空気清浄機|空気清浄機 小型|加湿空気清浄機,室内の空気環境を整えたい,適用畳数|音|フィルター|サイズ,rakuten_jp|amazon_jp|moshimo_jp,research,健康効果を断定しない
living-appliances-comparison,暮らし家電比較,家事・時短,hair_dryer_research,ドライヤー,A,ドライヤー 大風量|ヘアドライヤー|ドライヤー 速乾,身支度時間を短縮したい,風量|重さ|温度|音,rakuten_jp|amazon_jp|moshimo_jp,research,効果断定を避ける
living-appliances-comparison,暮らし家電比較,家事・時短,electric_fan_research,扇風機,B,扇風機 リビング|扇風機 DCモーター|リビングファン,必要な場所へ風を届けたい,風量|音|首振り|収納,rakuten_jp|amazon_jp|moshimo_jp,research,卓上ミニ商品を除外
living-appliances-comparison,暮らし家電比較,家事・時短,ceramic_heater_research,セラミックヒーター,B,セラミックヒーター|ファンヒーター 電気|足元ヒーター,足元や小空間を暖めたい,消費電力|安全機能|音|サイズ,rakuten_jp|amazon_jp|moshimo_jp,research,暖房範囲を明記
hair-grooming-items-comparison,ヘア・身だしなみ用品比較,美容,hair_wax_research,ヘアワックス,A,ヘアワックス|ヘアワックス|スタイリング ワックス,髪型を整えたい,セット力|質感|香り|落としやすさ,rakuten_jp|amazon_jp|moshimo_jp,research,整髪料以外を除外
hair-grooming-items-comparison,ヘア・身だしなみ用品比較,美容,home_hair_removal_research,家庭用脱毛器,A,家庭用 脱毛器|光美容器 メンズ|脱毛器,自宅でムダ毛をケアしたい,対応部位|照射方式|冷却|保証,rakuten_jp|amazon_jp|a8_jp,research,医療脱毛と混同しない
hair-grooming-items-comparison,ヘア・身だしなみ用品比較,美容,electric_shaver_research,電気シェーバー,A,電気シェーバー メンズ|メンズシェーバー|髭剃り 電動,毎朝の髭剃りを楽にしたい,刃方式|防水|充電|替刃,rakuten_jp|amazon_jp|moshimo_jp,research,替刃と洗浄方法を確認
hair-grooming-items-comparison,ヘア・身だしなみ用品比較,美容,body_trimmer_research,ボディトリマー,B,ボディトリマー メンズ|グルーマー|全身 トリマー,体毛の長さを整えたい,対応部位|長さ調整|防水|充電,rakuten_jp|amazon_jp|moshimo_jp,research,使用不可部位を明記
hair-grooming-items-comparison,ヘア・身だしなみ用品比較,美容,hair_iron_research,ヘアアイロン,B,ヘアアイロン|ヘアアイロン コンパクト|ストレートアイロン,髪型を短時間で整えたい,温度|プレート幅|重さ|立ち上がり,rakuten_jp|amazon_jp|moshimo_jp,research,高温使用の注意を明記
fitness-supplements-comparison,フィットネス補助食品比較,フィットネス,protein_research,プロテイン,A,ホエイ プロテイン 1kg|プロテイン WPC|プロテイン WPI,たんぱく質補給を続けたい,1食量|味|原材料|価格,rakuten_jp|amazon_jp|a8_jp,research,食事代替や身体変化を断定しない
fitness-supplements-comparison,フィットネス補助食品比較,フィットネス,creatine_research,クレアチン,A,クレアチン モノハイドレート|クレアチン パウダー|creatine,運動時の栄養補助を探している,1回量|純度|原材料|価格,rakuten_jp|amazon_jp|a8_jp,research,摂取目安を守る
fitness-supplements-comparison,フィットネス補助食品比較,フィットネス,eaa_research,EAA,B,EAA パウダー|必須アミノ酸 EAA|EAA サプリ,運動中に飲める補助食品を探している,配合量|味|溶けやすさ|価格,rakuten_jp|amazon_jp|a8_jp,research,効果保証は禁止
fitness-supplements-comparison,フィットネス補助食品比較,フィットネス,bcaa_research,BCAA,B,BCAA パウダー|BCAA サプリ|分岐鎖アミノ酸,アミノ酸補給を検討している,配合比率|1回量|味|価格,rakuten_jp|amazon_jp|a8_jp,research,食生活との重複を確認
fitness-supplements-comparison,フィットネス補助食品比較,フィットネス,glutamine_research,グルタミン,C,グルタミン パウダー|L-グルタミン|glutamine supplement,補助的なアミノ酸商品を探している,原材料|1回量|溶けやすさ|価格,rakuten_jp|amazon_jp|a8_jp,research,医療効果を断定しない
health-support-supplements-comparison,健康補助サプリメント比較,健康,multivitamin_research,マルチビタミン,A,マルチビタミン サプリ|マルチビタミン ミネラル|ビタミン サプリ,複数の栄養素をまとめて確認したい,成分量|1日粒数|原材料|価格,rakuten_jp|amazon_jp|a8_jp,research,他商品との重複摂取を確認
health-support-supplements-comparison,健康補助サプリメント比較,健康,vitamin_c_research,ビタミンC,A,ビタミンC サプリ|ビタミンC 30日分|vitamin c supplement,ビタミンC補助食品を探している,含有量|1日量|剤形|価格,rakuten_jp|amazon_jp|a8_jp,research,摂取上限と表示を確認
health-support-supplements-comparison,健康補助サプリメント比較,健康,dietary_fiber_research,食物繊維,A,食物繊維 パウダー|難消化性デキストリン|イヌリン 食物繊維,食生活へ食物繊維を補いたい,原料|1回量|溶けやすさ|価格,rakuten_jp|amazon_jp|a8_jp,research,体調を見ながら使う
health-support-supplements-comparison,健康補助サプリメント比較,健康,lactic_acid_bacteria_research,乳酸菌,B,乳酸菌 サプリ|乳酸菌 カプセル|ビフィズス菌 サプリ,乳酸菌商品を比較したい,菌の種類|1日量|保存|価格,rakuten_jp|amazon_jp|a8_jp,research,疾病予防や改善を断定しない
health-support-supplements-comparison,健康補助サプリメント比較,健康,calcium_magnesium_research,カルシウム・マグネシウム,B,カルシウム マグネシウム サプリ|カルマグ サプリ|ミネラル サプリ,ミネラル補助食品を探している,成分量|配合比|1日量|価格,rakuten_jp|amazon_jp|a8_jp,research,服薬中は専門家確認を優先
pc-accessories-comparison,PC周辺機器比較,AI・ガジェット,wireless_mouse_research,ワイヤレスマウス,A,ワイヤレスマウス 静音|Bluetooth マウス|無線 マウス,PC操作を快適にしたい,接続方式|重さ|静音|対応OS,rakuten_jp|amazon_jp|moshimo_jp,research,有線専用品やマウスパッドを除外
pc-accessories-comparison,PC周辺機器比較,AI・ガジェット,pc_keyboard_research,PCキーボード,A,キーボード 日本語配列|ワイヤレス キーボード|PC キーボード,入力作業をしやすくしたい,配列|接続|サイズ|打鍵音,rakuten_jp|amazon_jp|moshimo_jp,research,キーキャップのみを除外
pc-accessories-comparison,PC周辺機器比較,AI・ガジェット,usb_c_hub_research,USB-Cハブ,A,USB-C ハブ|Type-C ハブ HDMI|USB ハブ PD,PCの端子を増やしたい,ポート|映像出力|給電|対応OS,rakuten_jp|amazon_jp|moshimo_jp,research,ケーブル単品を除外
pc-accessories-comparison,PC周辺機器比較,AI・ガジェット,laptop_stand_research,ノートPCスタンド,B,ノートPC スタンド|パソコンスタンド 折りたたみ|PCスタンド 高さ調整,ノートPCの目線を上げたい,高さ|安定性|収納|耐荷重,rakuten_jp|amazon_jp|moshimo_jp,research,スマホ専用スタンドを除外
pc-accessories-comparison,PC周辺機器比較,AI・ガジェット,webcam_research,Webカメラ,B,Webカメラ フルHD|ウェブカメラ マイク内蔵|PC カメラ,オンライン会議の映像を整えたい,解像度|画角|マイク|対応OS,rakuten_jp|amazon_jp|moshimo_jp,research,防犯カメラを除外
